Employee_ID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Phone,Email
EMP08413,Employee_8413,32,Male,Engineering,Sr Manager,PHD,,"25,000",0,5,4,79,N,ME,wire transfer,(947) 620-6163,employee_8413@company.com
EMP08414,Employee_8414,48,M,engineering,manager,Master,01-28-2021,41542,2,4,5,50,Stayed,APAC,cash,676.919.2694,employee_8414@company.com
EMP08415,Employee_8415,49,fmale,finance,manager,phd,03-24-2015,$69040,2,2,3,76,Yes,LATAM,Direct Deposit,194.704.2551,employee_8415@company.com
EMP08416,Employee_8416,37,MALE,Operations,vp,HighSchool,05-Nov-2020,"97,167",11,3,3,42,Y,N. America,CASH,143.622.7046,employee_8416@company.com
EMP08417,Employee_8417,60,female,Hr,VP,Masters,12-Oct-2014,119.0k,3,5,3,54,YES,N. America,CHK,597.149.1417,employee_8417@company.com
EMP08418,Employee_8418,41,Male,Sales,Associate,BACHELOR,15/04/2013,$56445,20,2,5,48,N,LATAM,Cash,836.991.2174,employee_8418@company.com
EMP08419,Employee_8419,43,M,Ops,Consult,bachelor,2017-04-28,56081,15,3,5,71,no,N. America,Direct Deposit,353-746-9767,employee_8419@company.com
EMP08420,Employee_8420,40,MALE,Ops,ANALYST,MASTER,12-17-2021,$61558,10,5,1,60,Y,LATAM,DD,(737) 448-4375,employee_8420@company.com
EMP08421,Employee_8421,31,FEMALE,FINANCE,Assoc,High School,09-18-2015,70678,7,3,2,72,Stayed,Mid East,Check,689.170.3237,employee_8421@company.com
EMP08422,Employee_8422,54,MALE,HR,Lead,high school,03/11/2017,63.9k,8,4,4,75,yes,north america,check,293-220-9816,employee_8422@company.com
EMP08423,Employee_8423,30,female,legal,Senior Manager,high school,26/04/2023,"67,914",13,3,2,79,NO,Asia Pacific,wire transfer,121-175-3574,employee_8423@company.com
EMP08424,Employee_8424,30,female,H.R,director,HighSchool,28/05/2020,$31591,22,3,3,63,yes,Apac,Wire Transfer,,
EMP08425,Employee_8425,26,Female,legal,analyst,associate,06-May-2011,25.0k,21,1,4,47,No,N. America,CASH,172-100-4431,employee_8425@company.com
EMP08426,Employee_8426,56,MALE,FINANCE,director,High School,2012/02/14,"82,883",14,4,1,68,no,EUR,Wire Transfer,171 645 9833,employee_8426@company.com
EMP08427,Employee_8427,44,Male,ENGINEERING,Sr Manager,high school,2017/04/21,"60,180",18,3,2,56,Stayed,APAC,wire transfer,770-462-1571,employee_8427@company.com
EMP08428,Employee_8428,32,MALE,SALES,Sr Manager,MASTER,21-Feb-2023,85.8k,8,4,3,79,YES,APAC,Direct Deposit,,employee_8428@company.com
EMP08429,Employee_8429,43,F,Finance,vp,Master,2010/01/08,"70,594",16,3,4,60,No,middle east,CASH,668 268 9409,employee_8429@company.com
EMP08430,Employee_8430,47,Female,FINANCE,Consult,master,2011-04-11,"29,174",8,4,4,68,N,APAC,Wire Transfer,699 181 7863,employee_8430@company.com
EMP08431,Employee_8431,57,fmale,Legal,Senior Analyst,HighSchool,2014/01/04,103831,,5,3,58,Y,Apac,wire transfer,(165) 880-6681,employee_8431@company.com
EMP08432,Employee_8432,26,Male,it,Analyst,HS,2023/01/24,"65,784",24,2,5,55,Yes,latin america,DD,738-169-6429,employee_8432@company.com
EMP08433,Employee_8433,21,female,finance,MGR,master,05-11-2023,$46319,15,1,,65,Stayed,North America,CHK,592 610 7076,employee_8433@company.com
EMP08434,Employee_8434,26,female,MARKETING,consultant,High School,2010-11-20,"51,645",12,2,4,46,NO,asia pacific,check,261.434.3025,employee_8434@company.com
EMP08435,Employee_8435,42,Male,MARKETING,manager,Master,22-Jun-2010,"34,716",16,,5,76,,latin america,Cash,303.475.3735,employee_8435@company.com
EMP08436,Employee_8436,61,MALE,Engg,Associate,MASTER,2014-07-07,$73318,23,3,1,,N,asia pacific,cash,,employee_8436@company.com
EMP08437,Employee_8437,44,FEMALE,Engg,Senior Manager,Assoc Degree,05-05-2015,62220,21,5,4,55,NO,Mid East,Wire,640 105 9837,employee_8437@company.com
EMP08438,Employee_8438,45,Female,Mktg,Consult,Bachelor,23-Jun-2015,115465,24,3,4,38,yes,europe,CHK,372.684.8980,employee_8438@company.com
EMP08439,Employee_8439,35,FEMALE,,vp,HighSchool,05-19-2015,"77,998",3,4,1,59,Yes,North America,Wire Transfer,218-585-4307,employee_8439@company.com
EMP08440,Employee_8440,46,Female,it,assoc,associate,2021-07-07,114.0k,20,2,1,42,,N. America,Direct Deposit,661 989 1154,employee_8440@company.com
EMP08441,Employee_8441,28,female,,Senior Analyst,BACHELOR,2010/09/19,40969,21,3,4,70,No,EUR,direct deposit,903 851 6642,employee_8441@company.com
EMP08442,Employee_8442,44,F,Operations,analyst,P.H.D,06/10/2014,"56,730",8,5,3,68,,North America,direct deposit,258.855.1973,employee_8442@company.com
EMP08443,Employee_8443,58,male,sales,Assoc,high school,11-Jul-2017,87253,21,1,1,61,NO,NA,cash,946-317-5617,employee_8443@company.com
EMP08444,Employee_8444,26,male,OPERATIONS,V.P,PhD,15-Feb-2022,79723,8,2,5,,N,NA,Wire Transfer,340.831.8299,employee_8444@company.com
EMP08445,Employee_8445,55,M,I.T,director,HighSchool,08-Feb-2023,64609,17,5,1,63,Y,Middle East,wire transfer,937.991.9100,employee_8445@company.com
EMP08446,Employee_8446,21,fmale,SALES,Associate,bachelor,05-13-2014,"38,088",13,5,4,63,yes,europe,Cash,597-309-6235,employee_8446@company.com
EMP08447,Employee_8447,--,MALE,Marketing,Director,master,10-31-2021,$25000,19,2,4,44,N,north america,check,(871) 461-1666,employee_8447@company.com
EMP08448,Employee_8448,32,Male,LEGAL,lead,Bachelor,2019-06-15,59502,2,5,2,78,NO,middle east,CHK,614-327-7772,employee_8448@company.com
EMP08449,Employee_8449,58,female,Sales,Intern,associate,2018/09/03,"60,569",,1,,66,yes,Apac,check,682 978 4922,employee_8449@company.com
EMP08450,Employee_8450,31,,Marketing,Associate,bachelor,2022/07/13,68.2k,0,1,2,42,YES,Mid East,Wire,189 391 9213,employee_8450@company.com
EMP08451,Employee_8451,32,male,Engineering,Intern,Master,15/05/2015,"28,860",17,3,1,51,no,,Wire Transfer,(258) 140-3194,employee_8451@company.com
EMP08452,Employee_8452,59,MALE,Hr,Consultant,PHD,30-Mar-2020,$43018,3,4,2,46,NO,Mid East,Direct Deposit,772-243-6709,employee_8452@company.com
EMP08453,Employee_8453,27,fm,IT,VP,Bachelor,03/12/2014,$74796,9,3,4,,Yes,europe,wire transfer,(336) 281-1714,employee_8453@company.com
EMP08454,Employee_8454,31,Male,Operations,assoc,High School,2019/12/19,$79626,3,4,3,37,NO,europe,Direct Deposit,894 793 4550,employee_8454@company.com
EMP08455,Employee_8455,56,Female,Ops,consultant,bachelor,04-28-2014,70024,20,2,1,76,Yes,north america,CASH,155-196-6076,employee_8455@company.com
EMP08456,Employee_8456,51,fm,Operations,MGR,Masters,2018/09/17,56336,24,5,4,45,YES,asia pacific,check,975-248-4132,employee_8456@company.com
EMP08457,Employee_8457,53,M,Operations,MGR,Bachelors,2015/09/17,"35,323",16,3,1,48,No,North America,wire transfer,396 833 2676,employee_8457@company.com
EMP08458,Employee_8458,33,Female,legal,Consult,Master,2021-10-29,,7,5,2,41,Stayed,europe,direct deposit,213 641 9724,employee_8458@company.com
EMP08459,Employee_8459,--,female,I.T,Senior Analyst,high school,06-10-2011,$83174,18,3,2,60,Left,APAC,Wire,551 918 9536,employee_8459@company.com
EMP08460,Employee_8460,61,female,sales,VP,bachelor,11-15-2012,50.6k,,3,1,71,yes,ME,direct deposit,635-270-8830,employee_8460@company.com
EMP08461,Employee_8461,44,Male,HR,INT,master,25-Jun-2022,85830,15,,1,67,NO,latin america,direct deposit,624 652 4175,employee_8461@company.com
EMP08462,Employee_8462,29,FEMALE,Sales,Director,HighSchool,2018/02/24,63.3k,23,4,2,78,N,Middle East,check,477-453-3681,employee_8462@company.com
EMP08463,Employee_8463,51,female,IT,analyst,PHD,2023-02-05,47.9k,23,2,1,66,YES,N. America,DD,818-110-2313,employee_8463@company.com
EMP08464,Employee_8464,61,F,Mktg,VP,phd,2013/04/02,"88,168",24,5,2,72,Left,Europe,Direct Deposit,471 413 5430,employee_8464@company.com
EMP08465,Employee_8465,30,fm,sales,,P.H.D,2013-01-18,67504,14,3,1,54,Left,latin america,Cash,158 349 6235,employee_8465@company.com
EMP08466,Employee_8466,22,Female,Engg,,High School,04-May-2014,54.3k,19,5,3,44,Stayed,North America,direct deposit,605.811.4955,employee_8466@company.com
EMP08467,Employee_8467,58,M,Engineering,analyst,High School,06-02-2010,32942,15,1,1,49,Y,NA,Check,319.641.8603,employee_8467@company.com
EMP08468,Employee_8468,35,MALE,Hr,INT,,2013/08/15,35257,20,2,1,49,YES,asia pacific,DD,970-877-6647,employee_8468@company.com
EMP08469,Employee_8469,23,M,OPERATIONS,Analyst,PHD,2010/05/20,"86,175",11,4,4,40,YES,Asia Pacific,cash,(512) 652-5139,employee_8469@company.com
EMP08470,Employee_8470,51,fmale,sales,vp,Bachelors,06-25-2019,"76,323",22,4,3,59,Left,europe,Direct Deposit,(423) 652-4154,employee_8470@company.com
EMP08471,Employee_8471,26,FEMALE,,DIR,Bachelor,2020-10-01,"35,759",17,3,2,35,NO,Middle East,Wire Transfer,,employee_8471@company.com
EMP08472,Employee_8472,23,fm,,Snr Analyst,associate,09-01-2023,$35285,6,2,2,40,Yes,Latin America,Direct Deposit,981 428 9089,employee_8472@company.com
EMP08473,Employee_8473,31,M,,Senior Manager,associate,11-13-2019,$117563,15,4,5,47,Left,middle east,Check,458-823-2806,employee_8473@company.com
EMP08474,Employee_8474,35,FEMALE,Marketing,,High School,27/11/2018,76616,18,2,3,45,Stayed,middle east,Wire,990.472.6389,employee_8474@company.com
EMP08475,Employee_8475,48,MALE,H.R,V.P,Masters,06/01/2019,"95,239",5,5,3,58,N,Latin America,direct deposit,417.137.2015,employee_8475@company.com
EMP08476,Employee_8476,30,FEMALE,it,,Assoc Degree,2016/01/05,102.3k,5,1,1,54,Left,Mid East,Wire,864.450.6580,employee_8476@company.com
EMP08477,Employee_8477,58,fmale,Engineering,Intern,Masters,2023-02-23,$41796,5,2,4,60,Yes,Asia Pacific,cash,943-617-5740,employee_8477@company.com
EMP08478,Employee_8478,27,,H.R,analyst,HighSchool,01-16-2011,108569,14,2,2,59,no,Apac,CHK,268-514-9500,employee_8478@company.com
EMP08479,Employee_8479,35,MALE,Finance,DIR,BACHELOR,2022-01-04,$38055,1,4,2,46,yes,N. America,DD,172.774.5585,employee_8479@company.com
EMP08480,Employee_8480,38,fmale,LEGAL,vp,PHD,2014/12/07,"83,230",8,3,4,43,no,North America,Direct Deposit,,employee_8480@company.com
EMP08481,Employee_8481,38,female,,Intern,,2018/07/06,"62,100",7,3,4,79,No,Europe,CASH,727-747-2148,employee_8481@company.com
EMP08482,Employee_8482,61,FEMALE,MARKETING,Sr Manager,High School,23/01/2012,"83,087",6,5,3,70,yes,ME,DD,440 159 2461,employee_8482@company.com
EMP08483,Employee_8483,44,fmale,engineering,Senior Analyst,HS,03-06-2010,59732,15,4,4,43,Left,,direct deposit,858 303 5623,employee_8483@company.com
EMP08484,Employee_8484,22,F,IT,director,associate,2019/11/07,"78,726",14,4,4,67,N,Asia Pacific,Cash,821 376 3329,employee_8484@company.com
EMP08485,Employee_8485,60,,Finance,V.P,PHD,07-Jul-2020,"99,048",8,1,1,74,yes,latin america,direct deposit,347 401 8299,employee_8485@company.com
EMP08486,Employee_8486,40,female,Sales,VP,BACHELOR,10-27-2011,$92991,19,3,3,68,Left,EUR,Wire Transfer,926-391-9139,employee_8486@company.com
EMP08487,Employee_8487,54,MALE,MARKETING,assoc,BACHELOR,01-Apr-2023,63452,14,4,5,58,N,middle east,CASH,383.192.3504,employee_8487@company.com
EMP08488,Employee_8488,,M,OPERATIONS,assoc,PHD,2017-03-02,$41161,1,5,5,79,no,Latin America,direct deposit,(158) 795-6153,employee_8488@company.com
EMP08489,Employee_8489,27,M,,INT,phd,2011-06-12,na,19,1,2,79,Stayed,APAC,direct deposit,961 339 5281,employee_8489@company.com
EMP08490,Employee_8490,58,fmale,finance,manager,PhD,02-27-2017,76104,13,3,4,67,N,Latin America,CASH,133.383.5942,employee_8490@company.com
EMP08491,Employee_8491,50,FEMALE,ENGINEERING,Director,Assoc Degree,2015-04-19,81300,10,3,1,67,Left,ME,wire transfer,(435) 641-3087,employee_8491@company.com
EMP08492,Employee_8492,25,MALE,legal,Analyst,bachelor,19-Oct-2016,,2,3,4,63,N,NA,Direct Deposit,(535) 559-1067,employee_8492@company.com
EMP08493,Employee_8493,31,FEMALE,Engg,Associate,Bachelor,2011-05-23,$46724,1,1,2,72,YES,north america,cash,(259) 929-5662,employee_8493@company.com
EMP08494,Employee_8494,21,male,sales,assoc,MASTER,02-20-2011,$41691,17,5,4,47,no,latin america,Cash,336.855.8415,employee_8494@company.com
EMP08495,Employee_8495,54,M,Marketing,V.P,Bachelor,TBD,39505,13,5,5,52,Yes,middle east,cash,(453) 132-5741,employee_8495@company.com
EMP08496,Employee_8496,,M,Operations,assoc,bachelor,2013-06-10,$60074,23,4,,69,Yes,EUR,Direct Deposit,235 631 6517,employee_8496@company.com
EMP08497,Employee_8497,39,male,sales,vp,phd,2020/08/28,70355,4,4,4,36,Stayed,APAC,cash,909-845-5712,employee_8497@company.com
EMP08498,Employee_8498,22,MALE,Marketing,Snr Analyst,associate,2017-02-26,74249,11,3,5,59,no,Europe,Wire Transfer,665.753.8022,employee_8498@company.com
EMP08499,Employee_8499,41,FEMALE,Marketing,Senior Manager,high school,08-29-2016,$29641,13,2,5,40,no,,Wire Transfer,740-121-1804,employee_8499@company.com
EMP08500,Employee_8500,40,fmale,Legal,intern,Assoc Degree,01-02-2019,"41,166",5,4,,59,YES,Latin America,DD,328-265-7965,employee_8500@company.com
EMP08501,Employee_8501,43,Male,MARKETING,,bachelor,02-Nov-2011,47.4k,7,5,3,54,NO,Latin America,CHK,476.743.1038,employee_8501@company.com
EMP08502,Employee_8502,41,M,Mktg,Manager,MASTER,13-Jul-2017,"108,940",6,3,2,48,Stayed,north america,direct deposit,(796) 795-5248,employee_8502@company.com
EMP08503,Employee_8503,44,,MARKETING,V.P,bachelor,03-08-2012,55.5k,6,5,1,38,NO,ME,check,976.553.4720,employee_8503@company.com
EMP08504,Employee_8504,24,MALE,MARKETING,lead,High School,28-Dec-2019,$28082,11,3,3,42,NO,north america,check,(307) 276-2403,employee_8504@company.com
EMP08505,Employee_8505,32,Male,IT,manager,HighSchool,11-Jul-2013,$74537,6,1,1,68,N,EUR,direct deposit,180 966 8108,
EMP08506,Employee_8506,42,fm,it,Snr Analyst,Assoc Degree,06-07-2021,"62,284",11,4,3,62,Y,north america,CHK,721-123-9465,employee_8506@company.com
EMP08507,Employee_8507,40,MALE,H.R,Consultant,Masters,05-30-2010,$35627,15,1,5,36,Yes,middle east,check,(829) 469-2391,employee_8507@company.com
EMP08508,Employee_8508,38,F,SALES,V.P,HS,2015/10/22,$53159,6,4,1,51,NO,North America,wire transfer,766 993 5026,employee_8508@company.com
EMP08509,Employee_8509,21,Female,IT,Analyst,Bachelor,2022-07-12,56.5k,7,5,3,38,Y,europe,direct deposit,(758) 940-5756,employee_8509@company.com
EMP08510,Employee_8510,50,Male,HR,Manager,associate,01-17-2011,"61,922",0,5,3,68,NO,Apac,DD,,employee_8510@company.com
EMP08511,Employee_8511,53,fmale,I.T,ANALYST,,2017-02-08,88.2k,12,2,1,61,Y,latin america,wire transfer,942.562.7638,employee_8511@company.com
EMP08512,Employee_8512,44,F,Ops,VP,Assoc Degree,2022-06-18,"79,013",18,5,3,53,NO,Europe,Cash,661-106-4500,employee_8512@company.com
EMP08513,Employee_8513,34,fm,ENGINEERING,Senior Manager,HS,N/A,$68126,0,3,2,62,Left,north america,,(174) 343-7335,employee_8513@company.com
EMP08514,Employee_8514,56,MALE,HR,Lead,bachelor,10-23-2016,"89,653",23,2,2,72,Stayed,asia pacific,check,(168) 337-8495,employee_8514@company.com
EMP08515,Employee_8515,25,MALE,Sales,Intern,High School,01-Mar-2022,54.8k,17,3,1,,No,Asia Pacific,Check,608-998-2509,employee_8515@company.com
EMP08516,Employee_8516,31,M,SALES,Lead,associate,07-17-2015,46.9k,6,2,5,66,YES,Middle East,,683-659-6286,employee_8516@company.com
EMP08517,Employee_8517,44,fm,legal,Analyst,phd,N/A,72718,21,3,4,75,yes,Mid East,cash,445-757-7844,employee_8517@company.com
EMP08518,Employee_8518,51,Male,engineering,manager,Master,2018-11-07,$70789,16,2,1,65,NO,europe,wire transfer,764.434.2199,employee_8518@company.com
EMP08519,Employee_8519,33,MALE,Ops,Snr Analyst,HighSchool,,"28,102",14,4,1,40,No,LATAM,DD,(580) 346-1195,employee_8519@company.com
EMP08520,Employee_8520,36,fmale,Mktg,MGR,Bachelors,08/09/2018,102331,21,4,1,40,NO,APAC,,987 700 3797,
EMP08521,Employee_8521,44,Female,Finance,lead,Masters,2014-06-01,39.5k,24,2,1,62,N,north america,direct deposit,590 489 5074,employee_8521@company.com
EMP08522,Employee_8522,33,FEMALE,Marketing,Consultant,associate,17-Dec-2014,$78237,18,1,2,42,YES,Europe,DD,235-139-1384,employee_8522@company.com
EMP08523,Employee_8523,44,fmale,H.R,Snr Analyst,Associate,08-26-2011,78.8k,22,2,1,35,Stayed,N. America,Direct Deposit,295 397 2340,employee_8523@company.com
EMP08524,Employee_8524,46,Female,Ops,Sr Manager,high school,29/12/2018,25000,3,1,5,50,NO,Mid East,Check,(879) 425-8331,employee_8524@company.com
EMP08525,Employee_8525,22,Male,LEGAL,Senior Analyst,,17-Oct-2013,$70680,16,3,4,76,NO,North America,DD,176.628.1172,employee_8525@company.com
EMP08526,Employee_8526,36,FEMALE,LEGAL,director,High School,2011/04/01,"105,935",6,2,4,53,YES,Asia Pacific,Wire Transfer,431-437-2468,employee_8526@company.com
EMP08527,Employee_8527,58,Male,Ops,Associate,high school,,47.2k,15,,5,52,Stayed,latin america,Check,585-605-4442,employee_8527@company.com
EMP08528,Employee_8528,21,Female,finance,director,Masters,2018-06-14,25.0k,16,2,1,64,Left,Apac,cash,202-201-9355,employee_8528@company.com
EMP08529,Employee_8529,31,Female,OPERATIONS,Consultant,PhD,2010/06/17,$62070,19,4,4,50,no,EUR,check,(635) 454-7448,
EMP08530,Employee_8530,55,female,Engineering,Consultant,High School,07-Aug-2013,76.7k,14,4,2,67,Stayed,asia pacific,CASH,344.440.6195,employee_8530@company.com
EMP08531,Employee_8531,49,F,OPERATIONS,ANALYST,Assoc Degree,13/03/2021,"62,819",8,2,4,62,No,Apac,wire transfer,988-382-3257,employee_8531@company.com
EMP08532,Employee_8532,57,fm,OPERATIONS,DIR,Master,2022-05-30,$41242,20,2,5,50,NO,LATAM,direct deposit,(567) 918-9345,employee_8532@company.com
EMP08533,Employee_8533,37,Female,MARKETING,V.P,P.H.D,06-Sep-2017,39.2k,22,5,4,45,yes,LATAM,Wire,(559) 863-6481,
EMP08534,Employee_8534,59,fm,HR,Associate,P.H.D,24-Apr-2010,25000,12,4,5,40,N,LATAM,Wire Transfer,933 715 7183,employee_8534@company.com
EMP08535,Employee_8535,48,Female,ENGINEERING,Director,P.H.D,2022/05/21,$25000,6,3,,48,Left,,Wire Transfer,339 263 5994,employee_8535@company.com
EMP08536,Employee_8536,49,,SALES,V.P,Assoc Degree,18/02/2012,56424,18,2,4,70,Left,Europe,direct deposit,130.715.3047,employee_8536@company.com
EMP08537,Employee_8537,23,,,Assoc,Associate,09/03/2022,75601,10,5,5,56,Left,Europe,wire transfer,647 252 9240,
EMP08538,Employee_8538,30,fmale,IT,MGR,P.H.D,2016-05-16,68979,7,2,2,74,No,europe,Check,331-786-9113,employee_8538@company.com
EMP08539,Employee_8539,34,female,Ops,DIR,Masters,31-Jan-2014,71.3k,16,4,2,57,no,middle east,Cash,193.378.9604,employee_8539@company.com
EMP08540,Employee_8540,32,F,sales,Senior Analyst,associate,20/03/2018,$80796,3,1,3,,Left,ME,Wire Transfer,295 297 5432,
EMP08541,Employee_8541,50,Male,LEGAL,ANALYST,High School,2020-05-17,97706,3,1,4,62,Yes,Latin America,Direct Deposit,(559) 275-9208,employee_8541@company.com
EMP08542,Employee_8542,52,male,it,Consultant,HS,31-Jul-2023,65691,17,4,1,53,Yes,Middle East,Check,801-473-3092,employee_8542@company.com
EMP08543,Employee_8543,52,fmale,ENGINEERING,Manager,Master,2015/01/20,"73,619",21,3,3,56,NO,North America,CASH,216.980.3094,employee_8543@company.com
EMP08544,Employee_8544,52,fmale,H.R,Snr Analyst,associate,13-Dec-2017,73.8k,16,5,4,35,No,ME,cash,(914) 987-9159,employee_8544@company.com
EMP08545,Employee_8545,46,MALE,,ANALYST,Bachelors,19-Mar-2011,$68683,2,2,2,37,Stayed,Europe,CASH,251 153 2475,
EMP08546,Employee_8546,21,MALE,H.R,INT,P.H.D,05/10/2016,"65,481",8,2,1,42,YES,europe,Cash,(325) 683-6121,employee_8546@company.com
EMP08547,Employee_8547,,Male,Marketing,Manager,Assoc Degree,26-Oct-2019,"67,508",5,2,2,47,Y,Apac,CASH,775 389 9999,employee_8547@company.com
EMP08548,Employee_8548,37,MALE,sales,Assoc,High School,26-Jan-2020,$104038,1,5,4,35,Stayed,europe,Check,(321) 858-5576,employee_8548@company.com
EMP08549,Employee_8549,50,MALE,MARKETING,manager,PHD,04-Jun-2013,"100,811",11,5,1,63,NO,Latin America,CASH,197 839 5527,employee_8549@company.com
EMP08550,Employee_8550,59,male,SALES,Manager,MASTER,26-Sep-2018,25.0k,14,4,1,47,YES,asia pacific,CHK,426.372.2657,employee_8550@company.com
EMP08551,Employee_8551,27,FEMALE,it,INT,Associate,2013-01-11,"70,465",8,5,3,76,NO,Mid East,Wire,576.221.9670,employee_8551@company.com
EMP08552,Employee_8552,47,F,Hr,Manager,Assoc Degree,18-Oct-2013,65175,1,2,1,63,yes,APAC,Wire Transfer,996.770.4546,employee_8552@company.com
EMP08553,Employee_8553,29,,Operations,Assoc,P.H.D,05-16-2015,,11,2,4,64,YES,asia pacific,CASH,(385) 856-3029,employee_8553@company.com
EMP08554,Employee_8554,42,F,Engineering,INT,Bachelor,01-27-2022,$64105,15,5,5,50,No,LATAM,DD,(256) 979-6193,employee_8554@company.com
EMP08555,Employee_8555,54,fm,Finance,Associate,Bachelors,04-Oct-2013,71287,6,5,5,75,yes,LATAM,Wire Transfer,359.689.3850,employee_8555@company.com
EMP08556,Employee_8556,21,Male,H.R,Manager,high school,13-Jan-2021,"48,752",0,4,1,68,yes,europe,DD,376.508.8336,employee_8556@company.com
EMP08557,Employee_8557,29,FEMALE,Operations,Senior Manager,PHD,2011-11-12,85.3k,20,1,5,74,Yes,EUR,Wire Transfer,588 166 4385,employee_8557@company.com
EMP08558,Employee_8558,40,Male,Hr,Consult,PhD,28-Jun-2018,33902,6,5,4,37,No,NA,wire transfer,453 211 1554,employee_8558@company.com
EMP08559,Employee_8559,39,male,SALES,lead,bachelor,2016/10/13,57366,2,1,3,63,No,asia pacific,direct deposit,293.716.7448,employee_8559@company.com
EMP08560,Employee_8560,56,FEMALE,LEGAL,Sr Manager,Associate,2017-11-21,38644,19,3,2,64,No,N. America,Cash,(884) 243-4202,employee_8560@company.com
EMP08561,Employee_8561,60,F,engineering,manager,Associate,31/05/2011,57.5k,4,1,2,68,Y,Asia Pacific,CHK,261-576-6854,employee_8561@company.com
EMP08562,Employee_8562,24,fmale,IT,Senior Analyst,PhD,2019/06/26,51.3k,2,5,4,38,N,Europe,cash,104.705.6084,employee_8562@company.com
EMP08563,Employee_8563,29,male,IT,intern,P.H.D,,85.9k,14,2,3,42,NO,Asia Pacific,Check,857 326 4453,employee_8563@company.com
EMP08564,Employee_8564,61,fmale,Marketing,consultant,phd,04-09-2020,59.5k,5,2,4,52,N,LATAM,Wire Transfer,788.665.9327,employee_8564@company.com
EMP08565,Employee_8565,42,male,MARKETING,manager,high school,2022-12-16,"102,295",14,5,1,56,no,Apac,Check,420-793-9802,employee_8565@company.com
EMP08566,Employee_8566,38,Female,it,intern,Assoc Degree,31/01/2013,,2,4,3,44,Stayed,LATAM,Wire,(353) 160-8074,employee_8566@company.com
EMP08567,Employee_8567,32,female,Mktg,intern,Bachelors,2010/05/25,37.9k,23,5,5,48,NO,Europe,Wire,(367) 488-3257,employee_8567@company.com
EMP08568,Employee_8568,59,female,Engineering,Lead,MASTER,16/06/2019,,22,5,1,65,YES,EUR,Check,(290) 727-9214,employee_8568@company.com
EMP08569,Employee_8569,29,Female,ENGINEERING,analyst,associate,28-Feb-2023,"76,921",0,4,5,69,Stayed,asia pacific,CHK,230-659-4924,employee_8569@company.com
EMP08570,Employee_8570,26,FEMALE,LEGAL,Associate,,01-10-2012,107.2k,1,4,1,36,Yes,Europe,direct deposit,647.678.2441,employee_8570@company.com
EMP08571,Employee_8571,39,male,I.T,lead,Masters,12-12-2014,,3,3,1,36,yes,APAC,check,782 504 7455,employee_8571@company.com
EMP08572,Employee_8572,27,male,I.T,Analyst,Bachelor,2016-12-11,106.5k,20,3,1,69,yes,europe,DD,661-128-9703,employee_8572@company.com
EMP08573,Employee_8573,36,fm,Operations,Analyst,PHD,2010-12-24,60.3k,13,3,1,68,N,latin america,Direct Deposit,597.799.7162,employee_8573@company.com
EMP08574,Employee_8574,25,fm,HR,assoc,PHD,2013-09-18,53.9k,13,4,3,63,Left,latin america,check,128 830 9541,employee_8574@company.com
EMP08575,Employee_8575,36,,Marketing,Intern,MASTER,10-15-2016,84.4k,9,1,3,40,N,europe,CHK,,employee_8575@company.com
EMP08576,Employee_8576,21,male,Engineering,Senior Manager,associate,08-Nov-2018,100584,10,5,1,38,Left,ME,Wire Transfer,879-734-3324,employee_8576@company.com
EMP08577,Employee_8577,57,fm,FINANCE,analyst,Associate,09-24-2015,"78,928",3,3,4,35,Stayed,Asia Pacific,Direct Deposit,500.692.1846,employee_8577@company.com
EMP08578,Employee_8578,59,FEMALE,legal,intern,P.H.D,06-Nov-2012,29627,14,1,1,69,Y,NA,Direct Deposit,795 994 1378,employee_8578@company.com
EMP08579,Employee_8579,39,male,Legal,DIR,bachelor,10-10-2023,"73,326",19,5,1,60,NO,NA,Check,419.364.3296,employee_8579@company.com
EMP08580,Employee_8580,,Male,finance,V.P,PHD,10-Feb-2018,"119,367",24,1,4,63,Left,Apac,wire transfer,196-212-6103,employee_8580@company.com
EMP08581,Employee_8581,37,male,SALES,Consultant,Assoc Degree,09/06/2023,,3,2,4,45,N,APAC,DD,613-326-2186,employee_8581@company.com
EMP08582,Employee_8582,46,Male,Legal,DIR,PHD,13/09/2021,74335,19,2,1,38,Stayed,NA,DD,(386) 720-5712,employee_8582@company.com
EMP08583,Employee_8583,42,Female,ENGINEERING,director,Associate,04-23-2013,57.9k,19,5,2,,no,,cash,912-701-6709,employee_8583@company.com
EMP08584,Employee_8584,28,M,LEGAL,analyst,High School,22-Feb-2011,"41,604",15,1,2,67,Y,Middle East,Check,377-106-4860,employee_8584@company.com
EMP08585,Employee_8585,53,fm,engineering,Associate,PHD,10/05/2017,"90,835",1,1,4,68,Stayed,NA,Check,143 407 1867,employee_8585@company.com
EMP08586,Employee_8586,22,F,Engineering,Director,BACHELOR,11/06/2021,$25000,12,4,1,65,No,APAC,,330-442-8274,employee_8586@company.com
EMP08587,Employee_8587,50,F,legal,manager,Masters,29/10/2020,56.2k,7,3,5,44,Y,Europe,direct deposit,,employee_8587@company.com
